id,exercise_name,videoURL,steps,Category,Difficulty,Force,Grips,target,youtubeURL,details,Aka
747,Table Top Pose Variation 1,"['https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-Bharmanasana-Variation-1-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-Bharmanasana-Variation-1-side.mp4#t=0.1']","['Start in a tabletop position on your hands and knees with your hands directly under your shoulders and your knees directly under your hips.', 'Turn your hands so that your fingers are pointing towards the sides of your mat and the tops of your hands are on the floor.', 'Keep your arms straight and your shoulders away from your ears.', 'Hold the pose for several breaths or as long as is comfortable.']",Yoga,Beginner,Hold,,{'Primary': ['Forearms']},,,Bharmanasana Variation 1
748,Table Top Pose Variation 2,"['https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-Bharmanasana-Variation-2-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-Bharmanasana-Variation-2-side.mp4#t=0.1']","['Start in a tabletop position on your hands and knees with your hands directly under your shoulders and your knees directly under your hips.', 'Turn your hands so that your fingers are pointing towards your knees and the tops of your hands are on the floor.', 'Keep your arms straight and your shoulders away from your ears.', 'Hold the pose for several breaths or as long as is comfortable.']",Yoga,Beginner,Hold,,{'Primary': ['Forearms']},,,Bharmanasana Variation 2
749,Table Top Pose Variation 3,"['https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-Bharmanasana-Variation-3-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-Bharmanasana-Variation-3-side.mp4#t=0.1']","['Come onto your hands and knees on the mat with your wrists directly under your shoulders and your knees under your hips.', 'Turn your palms down and spread your fingers wide, with your fingertips pointing towards your knees.', 'Press into your palms and extend your arms fully to lift your shoulders away from your ears.', 'Hold the pose for a few breaths, and then release by slowly lowering your hands to the mat and coming back to a neutral tabletop position.']",Yoga,Beginner,Hold,,{'Primary': ['Forearms']},,,Bharmanasana Variation 3
750,Vajrasana Variation 1,"['https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-vajrasana-variation-1-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-vajrasana-variation-1-side.mp4#t=0.1']","['Begin in a kneeling position with your knees together and your shins and feet on the floor.', 'Sit back on your heels and place your palms face down on your thighs, with your fingers pointing towards your knees.', 'Relax your shoulders and take deep breaths.', 'Hold the pose for several breaths or as long as is comfortable.']",Yoga,Beginner,Hold,,"{'Primary': ['Forearms'], 'Secondary': ['Mid back']}",,,
751,Vajrasana Variation 2,"['https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-vajrasana-Variation-2-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-vajrasana-Variation-2-side.mp4#t=0.1']","['Begin in a kneeling position with your knees together and your shins and feet on the floor.', 'Sit back on your heels and place the tops of your hands on your thighs, with your fingers pointing towards your knees.', 'Relax your shoulders and take deep breaths.', 'Hold the pose for several breaths or as long as is comfortable.']",Yoga,Beginner,Hold,,"{'Primary': ['Forearms'], 'Secondary': ['Mid back']}",,,
752,Machine Standing Calf Raises,"['https://media.musclewiki.com/media/uploads/videos/branded/male-machine-standing-calf-raises-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-machine-standing-calf-raises-side.mp4#t=0.1']","['Adjust the machine in accordance with your height and place your shoulders underneath the padded lever.', 'The balls of your feet should be supporting your weight on the calve block, your heels extending off of it.', 'Extend your heels upwards while keeping your knees stationary, and pause at the contracted position.', 'Slowly return to the starting position. Repeat.']",Machine,Beginner,Push,None,{'Primary': ['Calves']},,"
How To Use The Standing Calve Raise MachineSetupAdjust the height of the shoulder pads to where you have to do a miniature squat to get the weight in position to begin the set. This will help you get a longer range of motion.Place the balls of your feet on the edge of the platform and perform your mini squat to start the set.Performing The Standing Calve RaiseLet the weight fully flex your ankles and look for what feels like a stretch in your calves at the bottom of each rep. Spend an extra second in this stretched position. There is some indication that stretching a muscle while under a load is great for muscle growth.Then initiate the concentric. Extend your ankles to the degree that your range of motion allows for. Imagine you have a string on both heels being pulled directly up toward the ceiling. When you have gone high enough, you should feel your calves contract hard. Spend an extra second in this contracted position before beginning the eccentric.
",
753,Machine Seated Calf Raises,"['https://media.musclewiki.com/media/uploads/videos/branded/male-machine-seated-calf-raise-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-machine-seated-calf-raise-side.mp4#t=0.1']","['Get comfortable on the machine, then place your lower thighs beneath the padded lever. Place your toes and the balls of your feet onto the foot supports.', 'Prevent the weight from slipping forward by gripping the handles, and release the safety bar. Lower the weight until your calves are extended.', 'Push your heels up to lift the padded lever and hold the contracted position, then slowly lower back down to the starting position. Repeat.']",Machine,Beginner,Push,None,{'Primary': ['Calves']},,,
754,Kettlebell Single Leg Calf Raise,"['https://media.musclewiki.com/media/uploads/videos/branded/male-kettlebell-single-leg-calf-raises-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-kettlebell-single-leg-calf-raises-side.mp4#t=0.1']","['Standing straight with a kettlebell in one hand, lift the same foot as the side without the kettlebell off the floor.', 'Raise your heel upwards while keeping your knees stationary.', 'Pause when your heels are fully extended and then slowly return to the starting position and repeat.']",Kettlebells,Beginner,Push,Overhand Neutral,{'Primary': ['Calves']},,,
755,Kettlebell Calf Raise,"['https://media.musclewiki.com/media/uploads/videos/branded/male-kettlebell-calf-raises-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-kettlebell-calf-raises-side.mp4#t=0.1']","['Standing straight with a kettlebell in each hand, raise your heels upwards while keeping your knees stationary.', 'Pause when your heels are fully extended and then slowly return to the starting position and repeat.']",Kettlebells,Beginner,,,{'Primary': ['Calves']},,,
756,Kettlebell Seated Calf Raise,"['https://media.musclewiki.com/media/uploads/videos/branded/male-kettlebell-seated-calf-raises-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-kettlebell-calf-raises-side_T8fBDfE.mp4#t=0.1']","['Sitting comfortably on a chair with your core stomach muscles engaged, place your feet on the floor.', 'Place the kettlebell on your legs, just above the knees and raise your heels upwards off the floor.', 'Pause when your heels are fully extended and then slowly return to the starting position and repeat.']",Kettlebells,Beginner,Push,Overhand Neutral,{'Primary': ['Calves']},,,
757,Calves Stretch Variation Three,"['https://media.musclewiki.com/media/uploads/videos/branded/male-calves-stretch-variation-3-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-calves-stretch-variation-3-side.mp4#t=0.1']","['Balance the balls of your feet on the platform, leaning forward to use the wall to assist with balance. Engage your calves so that your feet are flat before beginning the stretch.', 'Lower the heels of your feet towards the ground and pause, then push through the balls of your feet like you are standing tip toe, pausing at the apex of the stretch.', 'Repeat as necessary.']",Stretches,Beginner,,None,{'Primary': ['Calves']},,,
758,Calves Stretch Variation Two,"['https://media.musclewiki.com/media/uploads/videos/branded/male-calves-stretch-variation-2-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-calves-stretch-variation-2-side.mp4#t=0.1']","['With both feet flat on the ground, place one leg in front of your shoulder, your other leg should mirror this position behind your other shoulder. In the starting position both of your knees should be straight.', 'Place the palms of your hands against the wall at shoulder height in front of you, lean towards the wall and bend your front leg at the knee while keeping your back leg straight.', 'Pause at the apex of the stretch and return to the starting position. Switch the position of your legs and repeat.']",Stretches,Beginner,,None,{'Primary': ['Calves']},,,
759,Calves Stretch Variation One,"['https://media.musclewiki.com/media/uploads/videos/branded/male-calves-stretch-variation-1-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-calves-stretch-variation-1-side.mp4#t=0.1']","['Place the ball of your foot against the wall with your heel on the ground. Place your hands on the wall in front of your shoulders.', 'Keeping your knee straight, slowly lean towards the wall, pause for a few seconds when you feel the stretch extending through your calf muscle.', 'Return to the starting position, and repeat the stretch with your other leg.']",Stretches,Beginner,,None,{'Primary': ['Calves']},,,
760,Tip Toe Walking,"['https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-tip-toe-walking-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-tip-toe-walking-side.mp4#t=0.1']","['Point your toes into the floor.', 'Slowly walk forwards and backward', 'Keep your heels in the air as long as possible while walking.', 'It may be beneficial to do this last at the end of your workout.']",Bodyweight,Beginner,,,{'Primary': ['Calves']},,,
761,Calf Raises,"['https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-calve-raise-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-calve-raise-side.mp4#t=0.1']","['Balance on the balls of your feet on the platform or plates, leaning forward to use the wall to assist with balance.', 'Lower the heels of your feet towards the ground and pause, then push through the balls of your feet like you are standing tip toe, pausing at the apex of the motion.', 'Repeat as necessary.']",Bodyweight,Beginner,Push,None,{'Primary': ['Calves']},,"
Here are a few tips to help you get the most out of this exercise:Keep your core engaged and your shoulders relaxed as you perform the calf raises.Focus on controlling the movement and avoiding any bouncing or momentum.To increase the difficulty of the exercise, you can try performing it on one leg at a time, or with a weight in your hand.
",
762,Walking Calf Raises,"['https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-calve-raise-walk-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-calve-raise-walk-side.mp4#t=0.1']","['Walk forward and push your toe into the ground', 'Lift you heel off the ground each step and tense your calf muscle', 'Repeat on each leg and walk forward slowly']",Bodyweight,Beginner,Push,None,{'Primary': ['Calves']},,,
763,Barbell Calf Raises,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-calve-raise-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-calve-raise-side.mp4#t=0.1']","['Place the bar on your back', 'Start with feet flat on the ground', 'Extend your heels upwards while keeping your knees stationary, and pause at the contracted position.', 'Slowly return to the starting position. Repeat.']",Barbell,Intermediate,Push,Overhand,{'Primary': ['Calves']},,"
How To Do The Barbell Calve RaiseSetupPlace the barbell hooks just below shoulder height so you don't have to go up on your tippy toes to un-rack and re-rack the bar.Take a wider than shoulder width grip. Whatever is most comfortable. Shrug your shoulders up and press your upper traps into the bar. Break at the knees and hips and squat out of the barbell hooks. Take two steps back into a shoulder width stance with your toes facing forward.In our demo video, I am performing the exercise flat on the ground. You can get a longer range of motion by putting a plate or a small step in front of you to place the balls of your feet on. This will let you flex your ankles to a much greater extent.PerformingStart flat footed. Pull your heels up as high as your ankle range of motion will allow for. You should feel a hard contraction in your calf muscle. Spend an extra second in this contracted position before going back to the starting point.Be careful with this exercise. It can be alluring to use too much weight. If you are having trouble maintaining a neutral spine, or are unable to keep your knees mostly extended, then the weight is too heavy. Your central nervous system is very smart. If you approach this exercise with the mindset of simply getting from point A to point B, your nervous system will begin to recruit your quadriceps into the movement by slightly flexing and extending your knee joints.
",
764,Cable Calve Raise,"['https://media.musclewiki.com/media/uploads/videos/branded/male-cable-calve-raise-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-cable-calve-raise-side.mp4#t=0.1']","['Use a straight bar or ez bar attachment with the cable set all the way to the bottom.', 'Walk a few steps back.', 'Pull your heels straight up until you feel a contraction in your calves and then back to original position.']",Cables,Beginner,,,{'Primary': ['Calves']},,,
765,Band Calf Raise,"['https://media.musclewiki.com/media/uploads/videos/branded/male-band-calve-raise-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-band-calve-raise-side.mp4#t=0.1']","['Attach band to a low anchor point.', 'Take a few steps away until the band is taut.', 'Lean back slightly. Raise your heels straight up and down']",Band,Beginner,,,{'Primary': ['Calves']},,,
766,Dumbbell Calf Raise,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-calf-raise-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-calf-raise-side.mp4#t=0.1']","['Stand tall with your feet on the ground. You can put the the balls of your feet on top of a plate to extend the range of motion.', 'Imagine you have a string attached to your heels and pull your heels up toward the ceiling.']",Dumbbells,Beginner,Push,Overhand Neutral,{'Primary': ['Calves']},,,
767,Barbell Calf Jump,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-calf-jump-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-calf-jump-side.mp4#t=0.1']","['Stand with your feet shoulder-width apart and your knees slightly bent.', ""Shift your weight onto the balls of your feet and raise stay flat footed. Using your calf muscles, mimic a jumping motion but don't leave the floor."", 'Explode onto your tip toes and hold for a second.', 'Bring your heels back to the floor then initiate the next rep.']",Barbell,Advanced,Push,None,{'Primary': ['Calves']},,,
768,Barbell Seated Calf Raise,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-seated-calf-raise-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-seated-calf-raise-side.mp4#t=0.1']","['Start by sitting on a bench with a barbell resting on your knees. Your feet should be flat on the ground, about hip-width apart.', 'Place your hands on the barbell for support, and lift your heels off the ground.', 'Hold this position for a moment, then slowly lower your heels back to the ground.']",Barbell,Beginner,Push,Overhand Underhand Mixed,{'Primary': ['Calves']},,,
769,Barbell Toes Up Calf Raise,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-toes-up-calf-raise-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-toes-up-calf-raise-side.mp4#t=0.1']","['Begin by standing on a raised surface (such as a step or box) with the balls of your feet on the edge of the surface and your heels hanging off. Hold a barbell across your upper back and shoulders, using an overhand grip.', 'Keeping your core engaged and your back straight, push through the balls of your feet to raise your heels up as high as you can.', 'Lower your heels back down to the starting position, allowing your calves to stretch.']",Barbell,Beginner,Push,Overhand,{'Primary': ['Calves']},,,
770,Dumbbell Seated Calf Raise,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-seated-calf-raise-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-seated-calf-raise-side.mp4#t=0.1']","['Start by sitting on a bench with your feet shoulder-width apart and a dumbbell in each hand placed on each leg.', 'From this starting position, raise your heels as high as you can by pushing up through your toes.', 'Slowly lower your heels back down to the starting position, and repeat for the desired number of repetitions.']",Dumbbells,Beginner,Push,Overhand,{'Primary': ['Calves']},,,
771,TRX Calf Raise,"['https://media.musclewiki.com/media/uploads/videos/branded/male-trx-calf-raise-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-trx-calf-raise-side.mp4#t=0.1']","['Hold the TRX straps under your arms and the handles in your armpits.', 'Lean forward against the straps.', 'Keep your body straight and initiate the calf raise by raising your heels off the ground.']",TRX,Beginner,Push,Neutral,{'Primary': ['Calves']},,,
772,Downward Dog Toe To Heel,"['https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-downward-dog-toe-to-heel-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-downward-dog-toe-to-heel-side.mp4#t=0.1']","['Begin in a downward-facing dog position with your hands shoulder-width apart and your feet hip-width apart.', 'Lift your right foot off the mat and place your right toes on top of your left heel.', 'Press your palms and fingers firmly into the mat and lift your hips up towards the ceiling, deepening the stretch in your hamstrings and calves.', 'Hold the pose for a few breaths, and then release by slowly walking your hands back out to a downward-facing dog position.']",Yoga,Beginner,Hold,,"{'Primary': ['Calves'], 'Secondary': ['Hamstrings']}",,,Adho Mukha Svanasana Variation
773,Pyramid Pose Calf Blocks,"['https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-pyramid-pose-calf-blocks-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-pyramid-pose-calf-blocks-side.mp4#t=0.1']","['Start standing with a flat and vertical block on the matt', 'Bend forward, placing hand on vertical block, and front of foot on the flat block.', 'Press the bottom of your foot towards the ground, and repeat on each side.']",Yoga,Beginner,Hold,,"{'Primary': ['Calves'], 'Secondary': ['Hamstrings']}",,,
774,Walk Your Downward Dog,"['https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-walk-into-downward-dog-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-walk-into-downward-dog-side.mp4#t=0.1']","['Begin in a downward-facing dog position with your hands shoulder-width apart and your feet hip-width apart.', 'Walk your feet towards your hands, bending your knees as needed to allow your heels to touch the mat.', 'Press your palms and fingers into the mat and lift your hips up towards the ceiling to deepen the stretch in your hamstrings and calves.', 'Hold the pose for a few breaths, and then release by slowly walking your hands back out to a downward-facing dog position.']",Yoga,Beginner,Hold,,"{'Primary': ['Calves'], 'Secondary': ['Hamstrings']}",,,Adho Mukha Svanasana
775,Crunches,"['https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-crunch-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-crunch-side.mp4#t=0.1']","['Lay flat on your back with your knees bent and your feet flat on the ground, about a foot from your lower back.', 'Place your fingertips on your temples with your palms facing out.', 'Draw your belly into the base of your spine to engage the muscles, then raise your head and shoulders off the floor. Return to starting position and repeat.']",Bodyweight,Beginner,Push,None,{'Primary': ['Abdominals']},https://www.youtube.com/embed/QSkX3gA8cd0,,
776,Laying Leg Raises,"['https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-leg-raises-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-leg-raises-side.mp4#t=0.1']","['Lay on your back with your arms palms down on either side.', 'Keep your legs together and as straight as possible.', 'Slowly raise your legs to a 90° angle, pause at this position, or as high as you can reach your legs, and then slowly lower your legs back down.', 'Duration of these movements should be slow so that you do not utilize momentum, enabling you to get the most out of the exercise.']",Bodyweight,Beginner,Pull,None,{'Primary': ['Abdominals']},,,
777,Machine Roll Outs,"['https://media.musclewiki.com/media/uploads/videos/branded/male-machine-roll-outs-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-machine-roll-outs-side.mp4#t=0.1']","['Hold the Ab Roller with both hands and kneel on the floor with your feet up and crossed.', 'Slowly roll the ab roller straight forward, stretching your body into a straight position.', 'After a pause at the stretched position, start pulling yourself back to the starting position. This should be a slow and controlled movement.']",Machine,Intermediate,,,{'Primary': ['Abdominals']},,,
778,Kettlebell Situp,"['https://media.musclewiki.com/media/uploads/videos/branded/male-kettlebell-situp-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-kettlebell-situp-side.mp4#t=0.1']","['Lay flat on your back with straight legs and hold the kettle bell above your chest at arms length.', 'Draw your belly into the base of your spine to engage the muscles, then raise your head and shoulders off the floor with the kettlebell raised at arms length above your chest.', 'Return to the starting position and repeat.']",Kettlebells,Beginner,,,{'Primary': ['Abdominals']},https://www.youtube.com/embed/rPy1_8f3vIY,,
779,Abdominals Stretch Variation Four,"['https://media.musclewiki.com/media/uploads/videos/branded/male-abdominals-stretch-variation-4-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-abdominals-stretch-variation-4-side.mp4#t=0.1']","['Lay on a ball or a Bosu ball with your feet firmly planted on the floor.', 'Lean all the way back until you feel a stretch in your abdomen.', 'Crunch upwards and hold for a 1-2 count.', 'Slowly return to the starting position and repeat.']",Stretches,Beginner,,None,{'Primary': ['Abdominals']},,,
780,Abdominals Stretch Variation Three,"['https://media.musclewiki.com/media/uploads/videos/branded/male-abdominals-stretch-variation-3-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-abdominals-stretch-variation-3-side.mp4#t=0.1']","['Reach up with your left arm and then lean slowly to the right. Lean until a stretch is felt in the obliques.', 'Stand upright.', 'After completing the desired amount of reps with the left arm, switch to the right arm and lean to the left.']",Stretches,Beginner,,None,"{'Primary': ['Abdominals', 'Obliques']}",,,
781,Abdominals Stretch Variation Two,"['https://media.musclewiki.com/media/uploads/videos/branded/male-abdominals-stretch-variation-2-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-abdominals-stretch-variation-2-side.mp4#t=0.1']","['Stand upright.', 'Reach with both hands upwards until you can interlock your fingers.', 'With your hands above your head, lean back until a stretch is felt in the abdominals.']",Stretches,Beginner,,None,"{'Primary': ['Abdominals', 'Obliques']}",,,
782,Abdominals Stretch Variation One,"['https://media.musclewiki.com/media/uploads/videos/branded/male-abdominals-stretch-variation-1-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-abdominals-stretch-variation-1-side.mp4#t=0.1']","['Lay on your stomach on the floor with your forearms flat on the ground.', 'Extend your elbows and push your upper body upwards.', 'Push your upper body upwards until you feel a stretch in your abs, then return to the starting position and repeat.']",Stretches,Beginner,,None,{'Primary': ['Abdominals']},,,
783,Forearm Plank,"['https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-forearm-plank-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-forearm-plank-side.mp4#t=0.1']","['Place forearms on the ground with your elbows bent at a 90° angle aligned beneath your shoulders, with your arms parallel at shoulder-width.', 'Your feet should be together, with only your toes touching the floor.', 'Lift your belly off the floor and form a straight line from your heels to the crown of your head and hold.']",Bodyweight,Beginner,Hold,Overhand Neutral,{'Primary': ['Abdominals']},https://www.youtube.com/embed/QMXncCeneZI,"
Forearm Plank Detailed How to:SetupI suggest starting in a kneeling position as opposed to starting with your hips on the ground. When you begin from the hips on the ground position, your lumbar spine is hyperextended, which is dangerous and to be avoided in the overwhelming majority of exercises.You can either do a closed fist or open hand position. Whichever feels more comfortable. Step one foot back, and then the other to begin the Plank.Performing The Forearm PlankBe careful to not let your hips rise or sag as you were holding the forearm Plank. Maintain a flat back the entire set. If you are having trouble knowing if your back is flat, try performing the exercise in front of a mirror so you can check your form. Continuously press your elbows into the ground and spread your scapula. This will recruit your serratus anterior and get you some extra core work.How To Progress The Forearm Plank:Like any other exercise, progression is important with the Plank. However, since the Plank is a hold and not a dynamic exercise with reps, it can be challenging knowing how to and when to progress the Plank. Here’s a quick step by step guide on progressing the PlankSet a range similar to a rep range. For example, 45 to 60 seconds. Let’s say in the beginning you are only able to do 45 seconds. Each week, try to add a bit more time (2-5 secs). Once you are able to complete 60 seconds with good form time to further progress.Switch to a more difficult variation. The natural next step is switching to the Hand Plank. Keep your same time range of 45-60 seconds. Since this is a more difficult variation you will likely fatigue before 60 seconds. Build your way back to 60 seconds like you did with the Forearm Plank. Add weight. At this point, it’s time to try adding some resistance to the Plank. Start light! You can either ask a gym buddy or place the weight on your back yourself. Either way, make sure the plate is in the middle of your upper back and not your lumbar spine. Then you can progress the plank similarly to any other exercise. By adding weight bit by bit overtime.You can continue to progress by going to a more difficult hold (Long Lever Plank, Hollow Hold) and then adding weight to those over time. 
",
784,Hanging Knee Raises,"['https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-hanging-knee-raises-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-hanging-knee-raises-side.mp4#t=0.1']","['Grab the bar and hang, your body still and your legs straight.', 'Slowly draw your knees up to your chest', 'Once you have raised your knees as high as possible, lower your legs and repeat. Duration of these movements should be slow so that you do not utilize momentum, enabling you to get the most out of the exercise.', 'Duration of these movements should be slow so that you do not utilize momentum, enabling you to get the most out of the exercise.']",Bodyweight,Beginner,Pull,Overhand Neutral,{'Primary': ['Abdominals']},https://www.youtube.com/embed/F3-vRC8f5IY,,
785,Barbell Roll Outs,"['https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-rollout-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-rollout-side.mp4#t=0.1']","['Hold the Barbell with both hands and kneel on the floor with your feet up', 'Slowly roll the Barbell straight forward, stretching your body into a straight position.', 'After a pause at the stretched position, start pulling yourself back to the starting position. This should be a slow and controlled movement.']",Barbell,Intermediate,Pull,Overhand,{'Primary': ['Abdominals']},,"

Barbell Roll Outs: A Comprehensive Guide
Setup

Choose a barbell and weight plates appropriate for your fitness level
Position the barbell on the ground and load the weight plates onto the bar
Get into a kneeling position with your knees hip-width apart
Grasp the barbell with a shoulder-width grip

How to Perform

Begin with the barbell under your chest, keeping your back straight and core engaged
Slowly roll the barbell forward, extending your arms and maintaining a straight line from your head to your hips
Pause when you reach full extension or when your back starts to round
Reverse the movement and roll the barbell back to the starting position
Repeat the movement for the desired number of repetitions

Technique

Keep your core tight and engage your abdominal muscles to maintain proper form
Keep your head and neck in a neutral position, avoiding excessive extension or flexion
Move slowly and deliberately, focusing on controlled movement
Breathe out as you roll out and breathe in as you return to the starting position

Things to Avoid

Rounding your back or losing form
Moving too quickly, losing control of the barbell
Excessive extension or flexion of the head and neck
Holding your breath or breathing erratically

",
786,Cable Standing Crunch,"['https://media.musclewiki.com/media/uploads/videos/branded/male-cable-standing-crunch-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-cable-standing-crunch-side.mp4#t=0.1']","['Use a double handle attachment and set the cable all the way to the top.', 'Face away from the cable tower and walk a few steps forward.', 'Push your hips back, and flex your abs.', 'Return to the starting standing position and repeat.']",Cables,Advanced,,Neutral,{'Primary': ['Abdominals']},,,
787,Cable Kneeling Crunch,"['https://media.musclewiki.com/media/uploads/videos/branded/male-cable-kneeling-crunch-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-cable-kneeling-crunch-side.mp4#t=0.1']","['Use a double handle attachment and set the cable all the way to the top.', 'Walk a few steps forward then fall into a kneeling position.', 'Push your hips back and flex your abs, then push hips forward until in the starting position.']",Cables,Beginner,,Neutral,{'Primary': ['Abdominals']},,,
788,Band Crunch,"['https://media.musclewiki.com/media/uploads/videos/branded/male-band-crunch-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-band-crunch-side.mp4#t=0.1']","['Place the band at the highest anchor point you have available. Grab both ends of the band and fall into a kneeling position.', 'Push your hips back flexing at the spine.', 'Squeeze your abs and then extend at the hips and spine back to the starting position.']",Band,Intermediate,,,{'Primary': ['Abdominals']},,,
789,Dumbbell Situp,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-situp-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-situp-side.mp4#t=0.1']","['Lay flat on the ground with your spine neutral. Extend you arms so your fists are pointed at the ceiling.', 'Sit-up by flexing your abs. Continue to reach for the ceiling for the entire rep.']",Dumbbells,Intermediate,,,{'Primary': ['Abdominals']},https://www.youtube.com/embed/rPy1_8f3vIY,,
790,Dumbbell Plank Pullthrough,"['https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-plank-pullthrough-front.mp4#t=0.1', 'https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-plank-pullthrough-side.mp4#t=0.1']","['Get into a plank position. Either from your knees or toes.', 'Start with the DB by your right hand. Reach with your left and pull the dumbbell to your left arm. Then repeat with the right.']",Dumbbells,Intermediate,,,{'Primary': ['Abdominals']},,,
